dataset_size,subset_size,coverage_threshold,#females,#questions,result
100000,69,50,50,1470,True
100000,69,50,50,1448,True
100000,69,50,50,1682,True
100000,69,50,50,1428,True
100000,69,50,50,1828,True
100000,69,50,50,1450,True
100000,69,50,50,1498,True
100000,69,50,50,1537,True
100000,69,50,50,1498,True
100000,69,50,50,1652,True
100000,69,50,50,1407,True
100000,69,50,50,1494,True
100000,69,50,50,1394,True
100000,69,50,50,1389,True
100000,69,50,50,1634,True
100000,69,50,50,1556,True
100000,69,50,50,1687,True
100000,69,50,50,1716,True
100000,69,50,50,1560,True
100000,69,50,50,1517,True
100000,69,50,50,1427,True
100000,69,50,50,1423,True
100000,69,50,50,1731,True
100000,69,50,50,1423,True
100000,69,50,50,1440,True
100000,69,50,50,1448,True
100000,69,50,50,1438,True
100000,69,50,50,1640,True
100000,69,50,50,1476,True
100000,69,50,50,1418,True
100000,69,50,50,1642,True
100000,69,50,50,1830,True
100000,69,50,50,1704,True
100000,69,50,50,1500,True
100000,69,50,50,1501,True
100000,69,50,50,1669,True
100000,69,50,50,1400,True
100000,69,50,50,1483,True
100000,69,50,50,1684,True
100000,69,50,50,1511,True
100000,69,50,50,1377,True
100000,69,50,50,1404,True
100000,69,50,50,1554,True
100000,69,50,50,1434,True
100000,70,50,50,1404,True
100000,70,50,50,1529,True
100000,70,50,50,1417,True
100000,70,50,50,1590,True
100000,70,50,50,1510,True
100000,70,50,50,1428,True
100000,70,50,50,1394,True
100000,70,50,50,1412,True
100000,70,50,50,1553,True
100000,70,50,50,1680,True
100000,70,50,50,1836,True
100000,70,50,50,1517,True
100000,70,50,50,1743,True
100000,70,50,50,1500,True
100000,70,50,50,1526,True
100000,70,50,50,1442,True
100000,70,50,50,1716,True
100000,70,50,50,1427,True
100000,70,50,50,1425,True
100000,70,50,50,1470,True
100000,70,50,50,1467,True
100000,70,50,50,1408,True
100000,70,50,50,1404,True
100000,70,50,50,1404,True
100000,70,50,50,1735,True
100000,70,50,50,1487,True
100000,70,50,50,1424,True
100000,70,50,50,1523,True
100000,70,50,50,1427,True
100000,70,50,50,1708,True
100000,70,50,50,1640,True
100000,70,50,50,1424,True
100000,70,50,50,1726,True
100000,70,50,50,1577,True
100000,70,50,50,1849,True
100000,70,50,50,1431,True
100000,70,50,50,1460,True
100000,70,50,50,1396,True
100000,70,50,50,1552,True
100000,70,50,50,1456,True
100000,70,50,50,1390,True
100000,70,50,50,1485,True
100000,70,50,50,1578,True
100000,70,50,50,1435,True
100000,70,50,50,1428,True
100000,70,50,50,1474,True
100000,70,50,50,1560,True
100000,70,50,50,1405,True
100000,70,50,50,1513,True
100000,70,50,50,1416,True
100000,71,50,50,1577,True
100000,71,50,50,1490,True
100000,71,50,50,1383,True
100000,71,50,50,1478,True
100000,71,50,50,1397,True
100000,71,50,50,1538,True
100000,71,50,50,1395,True
100000,71,50,50,1402,True
100000,71,50,50,1564,True
100000,71,50,50,1723,True
100000,71,50,50,1337,True
100000,71,50,50,1357,True
100000,71,50,50,1365,True
100000,71,50,50,1453,True
100000,71,50,50,1537,True
100000,71,50,50,1406,True
100000,71,50,50,1392,True
100000,71,50,50,1407,True
100000,71,50,50,1378,True
100000,71,50,50,1506,True
100000,71,50,50,1398,True
100000,71,50,50,1512,True
100000,71,50,50,1530,True
100000,71,50,50,1426,True
100000,71,50,50,1362,True
100000,71,50,50,1510,True
100000,71,50,50,1491,True
100000,71,50,50,1348,True
100000,71,50,50,1403,True
100000,71,50,50,1554,True
100000,71,50,50,1552,True
100000,71,50,50,1494,True
100000,71,50,50,1468,True
100000,71,50,50,1473,True
100000,71,50,50,1645,True
100000,71,50,50,1491,True
100000,71,50,50,1405,True
100000,71,50,50,1622,True
100000,71,50,50,1347,True
100000,71,50,50,1440,True
100000,71,50,50,1395,True
100000,71,50,50,1608,True
100000,71,50,50,1350,True
100000,71,50,50,1430,True
100000,71,50,50,1406,True
100000,71,50,50,1396,True
100000,71,50,50,1431,True
100000,71,50,50,1744,True
100000,71,50,50,1394,True
100000,71,50,50,1329,True
100000,72,50,50,1568,True
100000,72,50,50,1506,True
100000,72,50,50,1524,True
100000,72,50,50,1316,True
100000,72,50,50,1387,True
100000,72,50,50,1482,True
100000,72,50,50,1399,True
100000,72,50,50,1488,True
100000,72,50,50,1294,True
100000,72,50,50,1377,True
100000,72,50,50,1443,True
100000,72,50,50,1382,True
100000,72,50,50,1463,True
100000,72,50,50,1387,True
100000,72,50,50,1513,True
100000,72,50,50,1518,True
100000,72,50,50,1360,True
100000,72,50,50,1370,True
100000,72,50,50,1396,True
100000,72,50,50,1431,True
100000,72,50,50,1371,True
100000,72,50,50,1714,True
100000,72,50,50,1419,True
100000,72,50,50,1531,True
100000,72,50,50,1381,True
100000,72,50,50,1356,True
100000,72,50,50,1440,True
100000,72,50,50,1360,True
100000,72,50,50,1359,True
100000,72,50,50,1376,True
100000,72,50,50,1391,True
100000,72,50,50,1389,True
100000,72,50,50,1681,True
100000,72,50,50,1488,True
100000,72,50,50,1454,True
100000,72,50,50,1480,True
100000,72,50,50,1389,True
100000,72,50,50,1275,True
100000,72,50,50,1504,True
100000,72,50,50,1382,True
100000,72,50,50,1568,True
100000,72,50,50,1513,True
100000,72,50,50,1509,True
100000,72,50,50,1752,True
100000,72,50,50,1356,True
100000,72,50,50,1382,True
100000,72,50,50,1455,True
100000,72,50,50,1718,True
100000,72,50,50,1363,True
100000,72,50,50,1588,True
100000,73,50,50,1488,True
100000,73,50,50,1358,True
100000,73,50,50,1338,True
100000,73,50,50,1433,True
100000,73,50,50,1404,True
100000,73,50,50,1505,True
100000,73,50,50,1457,True
100000,73,50,50,1356,True
100000,73,50,50,1360,True
100000,73,50,50,1295,True
100000,73,50,50,1332,True
100000,73,50,50,1531,True
100000,73,50,50,1370,True
100000,73,50,50,1673,True
100000,73,50,50,1369,True
100000,73,50,50,1365,True
100000,73,50,50,1363,True
100000,73,50,50,1343,True
100000,73,50,50,1366,True
100000,73,50,50,1332,True
100000,73,50,50,1582,True
100000,73,50,50,1485,True
100000,73,50,50,1523,True
100000,73,50,50,1733,True
100000,73,50,50,1436,True
100000,73,50,50,1299,True
100000,73,50,50,1373,True
100000,73,50,50,1388,True
100000,73,50,50,1324,True
100000,73,50,50,1339,True
100000,73,50,50,1439,True
100000,73,50,50,1365,True
100000,73,50,50,1381,True
100000,73,50,50,1407,True
100000,73,50,50,1420,True
100000,73,50,50,1428,True
100000,73,50,50,1734,True
100000,73,50,50,1445,True
100000,73,50,50,1712,True
100000,73,50,50,1621,True
100000,73,50,50,1490,True
100000,73,50,50,1316,True
100000,73,50,50,1588,True
100000,73,50,50,1382,True
100000,73,50,50,1429,True
100000,73,50,50,1357,True
100000,73,50,50,1338,True
100000,73,50,50,1482,True
100000,73,50,50,1350,True
100000,73,50,50,1361,True
100000,74,50,50,1377,True
100000,74,50,50,1593,True
100000,74,50,50,1280,True
100000,74,50,50,1598,True
100000,74,50,50,1578,True
100000,74,50,50,1476,True
100000,74,50,50,1387,True
100000,74,50,50,1594,True
100000,74,50,50,1305,True
100000,74,50,50,1416,True
100000,74,50,50,1325,True
100000,74,50,50,1393,True
100000,74,50,50,1416,True
100000,74,50,50,1352,True
100000,74,50,50,1318,True
100000,74,50,50,1399,True
100000,74,50,50,1464,True
100000,74,50,50,1699,True
100000,74,50,50,1335,True
100000,74,50,50,1452,True
100000,74,50,50,1527,True
100000,74,50,50,1372,True
100000,74,50,50,1369,True
100000,74,50,50,1417,True
100000,74,50,50,1347,True
100000,74,50,50,1372,True
100000,74,50,50,1462,True
100000,74,50,50,1417,True
100000,74,50,50,1565,True
100000,74,50,50,1381,True
100000,74,50,50,1310,True
100000,74,50,50,1357,True
100000,74,50,50,1475,True
100000,74,50,50,1322,True
100000,74,50,50,1451,True
100000,74,50,50,1347,True
100000,74,50,50,1464,True
100000,74,50,50,1399,True
100000,74,50,50,1384,True
100000,74,50,50,1369,True
100000,74,50,50,1337,True
100000,74,50,50,1416,True
100000,74,50,50,1320,True
100000,74,50,50,1481,True
100000,74,50,50,1348,True
100000,74,50,50,1406,True
100000,74,50,50,1338,True
100000,74,50,50,1349,True
100000,74,50,50,1317,True
100000,74,50,50,1623,True
100000,75,50,50,1313,True
100000,75,50,50,1452,True
100000,75,50,50,1319,True
100000,75,50,50,1493,True
100000,75,50,50,1366,True
100000,75,50,50,1383,True
100000,75,50,50,1331,True
100000,75,50,50,1529,True
100000,75,50,50,1322,True
100000,75,50,50,1451,True
100000,75,50,50,1311,True
100000,75,50,50,1418,True
100000,75,50,50,1475,True
100000,75,50,50,1349,True
100000,75,50,50,1313,True
100000,75,50,50,1329,True
100000,75,50,50,1477,True
100000,75,50,50,1315,True
100000,75,50,50,1332,True
100000,75,50,50,1387,True
100000,75,50,50,1369,True
100000,75,50,50,1282,True
100000,75,50,50,1369,True
100000,75,50,50,1266,True
100000,75,50,50,1505,True
100000,75,50,50,1343,True
100000,75,50,50,1332,True
100000,75,50,50,1427,True
100000,75,50,50,1330,True
100000,75,50,50,1323,True
100000,75,50,50,1401,True
100000,75,50,50,1248,True
100000,75,50,50,1319,True
100000,75,50,50,1320,True
100000,75,50,50,1328,True
100000,75,50,50,1394,True
100000,75,50,50,1409,True
100000,75,50,50,1281,True
100000,75,50,50,1430,True
100000,75,50,50,1320,True
100000,75,50,50,1520,True
100000,75,50,50,1545,True
100000,75,50,50,1331,True
100000,75,50,50,1688,True
100000,75,50,50,1376,True
100000,75,50,50,1274,True
100000,75,50,50,1383,True
100000,75,50,50,1470,True
100000,75,50,50,1476,True
100000,75,50,50,1500,True
100000,76,50,50,1312,True
100000,76,50,50,1510,True
100000,76,50,50,1299,True
100000,76,50,50,1531,True
100000,76,50,50,1274,True
100000,76,50,50,1243,True
100000,76,50,50,1286,True
100000,76,50,50,1314,True
100000,76,50,50,1249,True
100000,76,50,50,1344,True
100000,76,50,50,1354,True
100000,76,50,50,1681,True
100000,76,50,50,1241,True
100000,76,50,50,1514,True
100000,76,50,50,1373,True
100000,76,50,50,1200,True
100000,76,50,50,1433,True
100000,76,50,50,1387,True
100000,76,50,50,1508,True
100000,76,50,50,1393,True
100000,76,50,50,1284,True
100000,76,50,50,1348,True
100000,76,50,50,1336,True
100000,76,50,50,1464,True
100000,76,50,50,1313,True
100000,76,50,50,1379,True
100000,76,50,50,1315,True
100000,76,50,50,1362,True
100000,76,50,50,1446,True
100000,76,50,50,1423,True
100000,76,50,50,1499,True
100000,76,50,50,1330,True
100000,76,50,50,1312,True
100000,76,50,50,1288,True
100000,76,50,50,1298,True
100000,76,50,50,1322,True
100000,76,50,50,1321,True
100000,76,50,50,1321,True
100000,76,50,50,1337,True
100000,76,50,50,1343,True
100000,76,50,50,1303,True
100000,76,50,50,1278,True
100000,76,50,50,1379,True
100000,76,50,50,1295,True
100000,76,50,50,1479,True
100000,76,50,50,1356,True
100000,76,50,50,1654,True
100000,76,50,50,1518,True
100000,76,50,50,1243,True
100000,76,50,50,1303,True
100000,77,50,50,1326,True
100000,77,50,50,1456,True
100000,77,50,50,1373,True
100000,77,50,50,1310,True
100000,77,50,50,1656,True
100000,77,50,50,1286,True
100000,77,50,50,1543,True
100000,77,50,50,1256,True
100000,77,50,50,1453,True
100000,77,50,50,1513,True
100000,77,50,50,1195,True
100000,77,50,50,1331,True
100000,77,50,50,1259,True
100000,77,50,50,1334,True
100000,77,50,50,1277,True
100000,77,50,50,1322,True
100000,77,50,50,1278,True
100000,77,50,50,1430,True
100000,77,50,50,1282,True
100000,77,50,50,1507,True
100000,77,50,50,1320,True
100000,77,50,50,1265,True
100000,77,50,50,1299,True
100000,77,50,50,1383,True
100000,77,50,50,1283,True
100000,77,50,50,1343,True
100000,77,50,50,1291,True
100000,77,50,50,1276,True
100000,77,50,50,1297,True
100000,77,50,50,1220,True
100000,77,50,50,1511,True
100000,77,50,50,1328,True
100000,77,50,50,1352,True
100000,77,50,50,1623,True
100000,77,50,50,1307,True
100000,77,50,50,1298,True
100000,77,50,50,1286,True
100000,77,50,50,1351,True
100000,77,50,50,1337,True
100000,77,50,50,1294,True
100000,77,50,50,1354,True
100000,77,50,50,1290,True
100000,77,50,50,1297,True
100000,77,50,50,1238,True
100000,77,50,50,1453,True
100000,77,50,50,1320,True
100000,77,50,50,1345,True
100000,77,50,50,1307,True
100000,77,50,50,1419,True
100000,77,50,50,1261,True
100000,78,50,50,1514,True
100000,78,50,50,1477,True
100000,78,50,50,1703,True
100000,78,50,50,1337,True
100000,78,50,50,1570,True
100000,78,50,50,1300,True
100000,78,50,50,1476,True
100000,78,50,50,1343,True
100000,78,50,50,1418,True
100000,78,50,50,1251,True
100000,78,50,50,1309,True
100000,78,50,50,1304,True
100000,78,50,50,1305,True
100000,78,50,50,1315,True
100000,78,50,50,1257,True
100000,78,50,50,1349,True
100000,78,50,50,1303,True
100000,78,50,50,1272,True
100000,78,50,50,1388,True
100000,78,50,50,1385,True
100000,78,50,50,1282,True
100000,78,50,50,1295,True
100000,78,50,50,1540,True
100000,78,50,50,1429,True
100000,78,50,50,1488,True
100000,78,50,50,1246,True
100000,78,50,50,1297,True
100000,78,50,50,1624,True
100000,78,50,50,1387,True
100000,78,50,50,1389,True
100000,78,50,50,1331,True
100000,78,50,50,1274,True
100000,78,50,50,1566,True
100000,78,50,50,1379,True
100000,78,50,50,1274,True
100000,78,50,50,1337,True
100000,78,50,50,1453,True
100000,78,50,50,1327,True
100000,78,50,50,1385,True
100000,78,50,50,1319,True
100000,78,50,50,1526,True
100000,78,50,50,1477,True
100000,78,50,50,1488,True
100000,78,50,50,1353,True
100000,78,50,50,1391,True
100000,78,50,50,1472,True
100000,78,50,50,1218,True
100000,78,50,50,1277,True
100000,78,50,50,1323,True
100000,78,50,50,1219,True
100000,79,50,50,1300,True
100000,79,50,50,1330,True
100000,79,50,50,1485,True
100000,79,50,50,1401,True
100000,79,50,50,1225,True
100000,79,50,50,1188,True
100000,79,50,50,1398,True
100000,79,50,50,1262,True
100000,79,50,50,1633,True
100000,79,50,50,1249,True
100000,79,50,50,1310,True
100000,79,50,50,1256,True
100000,79,50,50,1457,True
100000,79,50,50,1261,True
100000,79,50,50,1350,True
100000,79,50,50,1258,True
100000,79,50,50,1319,True
100000,79,50,50,1331,True
100000,79,50,50,1286,True
100000,79,50,50,1244,True
100000,79,50,50,1310,True
100000,79,50,50,1297,True
100000,79,50,50,1410,True
100000,79,50,50,1537,True
100000,79,50,50,1258,True
100000,79,50,50,1199,True
100000,79,50,50,1246,True
100000,79,50,50,1371,True
100000,79,50,50,1264,True
100000,79,50,50,1195,True
100000,79,50,50,1346,True
100000,79,50,50,1397,True
100000,79,50,50,1477,True
100000,79,50,50,1536,True
100000,79,50,50,1262,True
100000,79,50,50,1253,True
100000,79,50,50,1302,True
100000,79,50,50,1351,True
100000,79,50,50,1514,True
100000,79,50,50,1276,True
100000,79,50,50,1221,True
100000,79,50,50,1251,True
100000,79,50,50,1334,True
100000,79,50,50,1189,True
100000,79,50,50,1340,True
100000,79,50,50,1236,True
100000,79,50,50,1319,True
100000,79,50,50,1348,True
100000,79,50,50,1405,True
100000,79,50,50,1231,True
100000,80,50,50,1355,True
100000,80,50,50,1241,True
100000,80,50,50,1241,True
100000,80,50,50,1524,True
100000,80,50,50,1359,True
100000,80,50,50,1571,True
100000,80,50,50,1245,True
100000,80,50,50,1330,True
100000,80,50,50,1403,True
100000,80,50,50,1358,True
100000,80,50,50,1226,True
100000,80,50,50,1257,True
100000,80,50,50,1466,True
100000,80,50,50,1420,True
100000,80,50,50,1326,True
100000,80,50,50,1245,True
100000,80,50,50,1249,True
100000,80,50,50,1175,True
100000,80,50,50,1312,True
100000,80,50,50,1249,True
100000,80,50,50,1345,True
100000,80,50,50,1466,True
100000,80,50,50,1211,True
100000,80,50,50,1363,True
100000,80,50,50,1202,True
100000,80,50,50,1226,True
100000,80,50,50,1493,True
100000,80,50,50,1243,True
100000,80,50,50,1245,True
100000,80,50,50,1187,True
100000,80,50,50,1641,True
100000,80,50,50,1312,True
100000,80,50,50,1279,True
100000,80,50,50,1249,True
100000,80,50,50,1245,True
100000,80,50,50,1405,True
100000,80,50,50,1225,True
100000,80,50,50,1343,True
100000,80,50,50,1264,True
100000,80,50,50,1236,True
100000,80,50,50,1387,True
100000,80,50,50,1233,True
100000,80,50,50,1389,True
100000,80,50,50,1570,True
100000,80,50,50,1250,True
100000,80,50,50,1240,True
100000,80,50,50,1285,True
100000,80,50,50,1327,True
100000,80,50,50,1441,True
100000,80,50,50,1585,True
100000,81,50,50,1378,True
100000,81,50,50,1491,True
100000,81,50,50,1376,True
100000,81,50,50,1266,True
100000,81,50,50,1399,True
100000,81,50,50,1645,True
100000,81,50,50,1279,True
100000,81,50,50,1424,True
100000,81,50,50,1299,True
100000,81,50,50,1227,True
100000,81,50,50,1301,True
100000,81,50,50,1199,True
100000,81,50,50,1207,True
100000,81,50,50,1271,True
100000,81,50,50,1291,True
100000,81,50,50,1205,True
100000,81,50,50,1217,True
100000,81,50,50,1255,True
100000,81,50,50,1340,True
100000,81,50,50,1208,True
100000,81,50,50,1225,True
100000,81,50,50,1393,True
100000,81,50,50,1274,True
100000,81,50,50,1563,True
100000,81,50,50,1421,True
100000,81,50,50,1232,True
100000,81,50,50,1477,True
100000,81,50,50,1365,True
100000,81,50,50,1150,True
100000,81,50,50,1352,True
100000,81,50,50,1232,True
100000,81,50,50,1210,True
100000,81,50,50,1349,True
100000,81,50,50,1289,True
100000,81,50,50,1219,True
100000,81,50,50,1311,True
100000,81,50,50,1270,True
100000,81,50,50,1205,True
100000,81,50,50,1345,True
100000,81,50,50,1215,True
100000,81,50,50,1343,True
100000,81,50,50,1184,True
100000,81,50,50,1313,True
100000,81,50,50,1169,True
100000,81,50,50,1467,True
100000,81,50,50,1209,True
100000,81,50,50,1446,True
100000,81,50,50,1245,True
100000,81,50,50,1209,True
100000,81,50,50,1373,True
100000,82,50,50,1317,True
100000,82,50,50,1213,True
100000,82,50,50,1264,True
100000,82,50,50,1302,True
100000,82,50,50,1324,True
100000,82,50,50,1204,True
100000,82,50,50,1209,True
100000,82,50,50,1275,True
100000,82,50,50,1210,True
100000,82,50,50,1418,True
100000,82,50,50,1281,True
100000,82,50,50,1273,True
100000,82,50,50,1240,True
100000,82,50,50,1274,True
100000,82,50,50,1427,True
100000,82,50,50,1164,True
100000,82,50,50,1373,True
100000,82,50,50,1153,True
100000,82,50,50,1192,True
100000,82,50,50,1287,True
100000,82,50,50,1211,True
100000,82,50,50,1435,True
100000,82,50,50,1410,True
100000,82,50,50,1231,True
100000,82,50,50,1431,True
100000,82,50,50,1116,True
100000,82,50,50,1206,True
100000,82,50,50,1493,True
100000,82,50,50,1416,True
100000,82,50,50,1220,True
100000,82,50,50,1215,True
100000,82,50,50,1458,True
100000,82,50,50,1368,True
100000,82,50,50,1330,True
100000,82,50,50,1268,True
100000,82,50,50,1440,True
100000,82,50,50,1235,True
100000,82,50,50,1359,True
100000,82,50,50,1182,True
100000,82,50,50,1218,True
100000,82,50,50,1205,True
100000,82,50,50,1166,True
100000,82,50,50,1213,True
100000,82,50,50,1252,True
100000,82,50,50,1408,True
100000,82,50,50,1279,True
100000,82,50,50,1177,True
100000,82,50,50,1232,True
100000,82,50,50,1359,True
100000,82,50,50,1434,True
100000,83,50,50,1217,True
100000,83,50,50,1180,True
100000,83,50,50,1196,True
100000,83,50,50,1457,True
100000,83,50,50,1521,True
100000,83,50,50,1450,True
100000,83,50,50,1313,True
100000,83,50,50,1152,True
100000,83,50,50,1203,True
100000,83,50,50,1154,True
100000,83,50,50,1199,True
100000,83,50,50,1181,True
100000,83,50,50,1202,True
100000,83,50,50,1266,True
100000,83,50,50,1239,True
100000,83,50,50,1464,True
100000,83,50,50,1599,True
100000,83,50,50,1217,True
100000,83,50,50,1486,True
100000,83,50,50,1372,True
100000,83,50,50,1230,True
100000,83,50,50,1357,True
100000,83,50,50,1174,True
100000,83,50,50,1288,True
100000,83,50,50,1356,True
100000,83,50,50,1214,True
100000,83,50,50,1569,True
100000,83,50,50,1261,True
100000,83,50,50,1195,True
100000,83,50,50,1179,True
100000,83,50,50,1204,True
100000,83,50,50,1212,True
100000,83,50,50,1191,True
100000,83,50,50,1560,True
100000,83,50,50,1199,True
100000,83,50,50,1295,True
100000,83,50,50,1180,True
100000,83,50,50,1428,True
100000,83,50,50,1132,True
100000,83,50,50,1272,True
100000,83,50,50,1351,True
100000,83,50,50,1178,True
100000,83,50,50,1147,True
100000,83,50,50,1338,True
100000,83,50,50,1184,True
100000,83,50,50,1222,True
100000,83,50,50,1308,True
100000,83,50,50,1240,True
100000,83,50,50,1389,True
100000,83,50,50,1203,True
100000,84,50,50,1241,True
100000,84,50,50,1291,True
100000,84,50,50,1204,True
100000,84,50,50,1424,True
100000,84,50,50,1142,True
100000,84,50,50,1264,True
100000,84,50,50,1175,True
100000,84,50,50,1195,True
100000,84,50,50,1178,True
100000,84,50,50,1221,True
100000,84,50,50,1392,True
100000,84,50,50,1148,True
100000,84,50,50,1235,True
100000,84,50,50,1313,True
100000,84,50,50,1517,True
100000,84,50,50,1247,True
100000,84,50,50,1380,True
100000,84,50,50,1287,True
100000,84,50,50,1158,True
100000,84,50,50,1287,True
100000,84,50,50,1305,True
100000,84,50,50,1394,True
100000,84,50,50,1240,True
100000,84,50,50,1184,True
100000,84,50,50,1428,True
100000,84,50,50,1176,True
100000,84,50,50,1249,True
100000,84,50,50,1212,True
100000,84,50,50,1116,True
100000,84,50,50,1385,True
100000,84,50,50,1172,True
100000,84,50,50,1170,True
100000,84,50,50,1213,True
100000,84,50,50,1185,True
100000,84,50,50,1328,True
100000,84,50,50,1615,True
100000,84,50,50,1230,True
100000,84,50,50,1295,True
100000,84,50,50,1390,True
100000,84,50,50,1217,True
100000,84,50,50,1142,True
100000,84,50,50,1308,True
100000,84,50,50,1167,True
100000,84,50,50,1225,True
100000,84,50,50,1316,True
100000,84,50,50,1346,True
100000,84,50,50,1283,True
100000,84,50,50,1221,True
100000,84,50,50,1403,True
100000,84,50,50,1247,True
100000,85,50,50,1456,True
100000,85,50,50,1385,True
100000,85,50,50,1248,True
100000,85,50,50,1170,True
100000,85,50,50,1167,True
100000,85,50,50,1269,True
100000,85,50,50,1230,True
100000,85,50,50,1269,True
100000,85,50,50,1169,True
100000,85,50,50,1174,True
100000,85,50,50,1198,True
100000,85,50,50,1096,True
100000,85,50,50,1166,True
100000,85,50,50,1169,True
100000,85,50,50,1282,True
100000,85,50,50,1407,True
100000,85,50,50,1223,True
100000,85,50,50,1229,True
100000,85,50,50,1247,True
100000,85,50,50,1220,True
100000,85,50,50,1228,True
100000,85,50,50,1132,True
100000,85,50,50,1310,True
100000,85,50,50,1166,True
100000,85,50,50,1167,True
100000,85,50,50,1252,True
100000,85,50,50,1244,True
100000,85,50,50,1264,True
100000,85,50,50,1347,True
100000,85,50,50,1190,True
100000,85,50,50,1155,True
100000,85,50,50,1371,True
100000,85,50,50,1484,True
100000,85,50,50,1169,True
100000,85,50,50,1207,True
100000,85,50,50,1335,True
100000,85,50,50,1377,True
100000,85,50,50,1141,True
100000,85,50,50,1206,True
100000,85,50,50,1149,True
100000,85,50,50,1286,True
100000,85,50,50,1279,True
100000,85,50,50,1166,True
100000,85,50,50,1203,True
100000,85,50,50,1336,True
100000,85,50,50,1333,True
100000,85,50,50,1188,True
100000,85,50,50,1200,True
100000,85,50,50,1159,True
100000,85,50,50,1345,True
100000,86,50,50,1216,True
100000,86,50,50,1172,True
100000,86,50,50,1199,True
100000,86,50,50,1191,True
100000,86,50,50,1183,True
100000,86,50,50,1519,True
100000,86,50,50,1149,True
100000,86,50,50,1219,True
100000,86,50,50,1252,True
100000,86,50,50,1183,True
100000,86,50,50,1259,True
100000,86,50,50,1348,True
100000,86,50,50,1211,True
100000,86,50,50,1210,True
100000,86,50,50,1150,True
100000,86,50,50,1151,True
100000,86,50,50,1197,True
100000,86,50,50,1220,True
100000,86,50,50,1424,True
100000,86,50,50,1147,True
100000,86,50,50,1121,True
100000,86,50,50,1162,True
100000,86,50,50,1149,True
100000,86,50,50,1137,True
100000,86,50,50,1151,True
100000,86,50,50,1308,True
100000,86,50,50,1147,True
100000,86,50,50,1289,True
100000,86,50,50,1157,True
100000,86,50,50,1316,True
100000,86,50,50,1231,True
100000,86,50,50,1232,True
100000,86,50,50,1144,True
100000,86,50,50,1154,True
100000,86,50,50,1124,True
100000,86,50,50,1190,True
100000,86,50,50,1393,True
100000,86,50,50,1319,True
100000,86,50,50,1140,True
100000,86,50,50,1199,True
100000,86,50,50,1145,True
100000,86,50,50,1236,True
100000,86,50,50,1138,True
100000,86,50,50,1146,True
100000,86,50,50,1157,True
100000,86,50,50,1161,True
100000,86,50,50,1195,True
100000,86,50,50,1165,True
100000,86,50,50,1237,True
100000,86,50,50,1121,True
100000,87,50,50,1280,True
100000,87,50,50,1132,True
100000,87,50,50,1279,True
100000,87,50,50,1456,True
100000,87,50,50,1386,True
100000,87,50,50,1436,True
100000,87,50,50,1376,True
100000,87,50,50,1188,True
100000,87,50,50,1152,True
100000,87,50,50,1245,True
100000,87,50,50,1253,True
100000,87,50,50,1135,True
100000,87,50,50,1137,True
100000,87,50,50,1165,True
100000,87,50,50,1144,True
100000,87,50,50,1172,True
100000,87,50,50,1139,True
100000,87,50,50,1202,True
100000,87,50,50,1105,True
100000,87,50,50,1142,True
100000,87,50,50,1146,True
100000,87,50,50,1421,True
100000,87,50,50,1139,True
100000,87,50,50,1137,True
100000,87,50,50,1146,True
100000,87,50,50,1124,True
100000,87,50,50,1258,True
100000,87,50,50,1254,True
100000,87,50,50,1362,True
100000,87,50,50,1138,True
100000,87,50,50,1136,True
100000,87,50,50,1220,True
100000,87,50,50,1134,True
100000,87,50,50,1430,True
100000,87,50,50,1261,True
100000,87,50,50,1072,True
100000,87,50,50,1143,True
100000,87,50,50,1179,True
100000,87,50,50,1420,True
100000,87,50,50,1510,True
100000,87,50,50,1413,True
100000,87,50,50,1291,True
100000,87,50,50,1221,True
100000,87,50,50,1178,True
100000,87,50,50,1541,True
100000,87,50,50,1222,True
100000,87,50,50,1127,True
100000,87,50,50,1143,True
100000,87,50,50,1213,True
100000,87,50,50,1487,True
100000,88,50,50,1155,True
100000,88,50,50,1328,True
100000,88,50,50,1246,True
100000,88,50,50,1245,True
100000,88,50,50,1410,True
100000,88,50,50,1122,True
100000,88,50,50,1276,True
100000,88,50,50,1243,True
100000,88,50,50,1182,True
100000,88,50,50,1135,True
100000,88,50,50,1104,True
100000,88,50,50,1270,True
100000,88,50,50,1205,True
100000,88,50,50,1255,True
100000,88,50,50,1116,True
100000,88,50,50,1394,True
100000,88,50,50,1507,True
100000,88,50,50,1172,True
100000,88,50,50,1334,True
100000,88,50,50,1155,True
100000,88,50,50,1289,True
100000,88,50,50,1183,True
100000,88,50,50,1120,True
100000,88,50,50,1218,True
100000,88,50,50,1263,True
100000,88,50,50,1357,True
100000,88,50,50,1140,True
100000,88,50,50,1325,True
100000,88,50,50,1208,True
100000,88,50,50,1392,True
100000,88,50,50,1370,True
100000,88,50,50,1408,True
100000,88,50,50,1263,True
100000,88,50,50,1312,True
100000,88,50,50,1162,True
100000,88,50,50,1184,True
100000,88,50,50,1136,True
100000,88,50,50,1122,True
100000,88,50,50,1278,True
100000,88,50,50,1186,True
100000,88,50,50,1106,True
100000,88,50,50,1151,True
100000,88,50,50,1190,True
100000,88,50,50,1087,True
100000,88,50,50,1131,True
100000,88,50,50,1315,True
100000,88,50,50,1197,True
100000,88,50,50,1121,True
100000,88,50,50,1373,True
100000,88,50,50,1190,True
100000,89,50,50,1295,True
100000,89,50,50,1276,True
100000,89,50,50,1108,True
100000,89,50,50,1221,True
